gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene2477	2.72532702053522691e1	-5.70292992186988978e-2	3.41769341629033385e-1	-1.66864877191354954e-1	8.67476378429576034e-1	9.88768184141990303e-1
gene2478	2.00718674668657577e1	1.37777904694299591e-3	3.24464381749795028e-1	4.24631831547367215e-3	9.96611948255335611e-1	9.99361605668436237e-1
gene2479	6.21404641107280753e0	5.12773496768473107e-3	5.53788326468890979e-1	9.25937713490748542e-3	9.92612180929316579e-1	9.98171770801309477e-1
gene2480	8.32084277428457320e0	4.11841805761865465e-1	5.58777789687473825e-1	7.37040400249641015e-1	4.61097757445456224e-1	8.98620042987478329e-1
gene2481	2.72362760593579424e2	-1.26289042417504227e0	1.25659805956339132e-1	-1.00500746007345985e1	9.17979047685569861e-24	2.15735901430727816e-22
gene2482	3.80118576604738934e1	-2.03695389297882334e0	3.14115110202448866e-1	-6.48473704963125019e0	8.88866605583767829e-11	1.36473209419714245e-9
gene2483	9.86912896944921044e2	9.73971586998335498e-2	1.00270849811708584e-1	9.71340712507460347e-1	3.31378654353843671e-1	8.35745299281411502e-1
gene2484	2.26335179520140208e1	3.03058534021266972e-2	3.70116447920490588e-1	8.18819416764668684e-2	9.34740523126785128e-1	9.93766132701380478e-1
gene2485	3.44707473021246784e1	3.65592447462294912e-1	3.40206113993901882e-1	1.07462045043919496e0	2.82544709665131011e-1	7.94551730925633248e-1
gene2486	5.72833980444927874e2	-2.02087559404530567e-3	1.36006740070387655e-1	-1.48586429834245033e-2	9.88144924726314211e-1	9.98101952992855423e-1
gene2487	7.38996749182506676e1	4.70124191609084807e-2	1.73985649526863156e-1	2.70208602196526648e-1	7.86999807914539606e-1	9.81696588090372302e-1
gene2488	3.50472790433849127e2	-9.09485680926041123e-2	1.34374150947810939e-1	-6.76830829821780777e-1	4.98513259316613888e-1	9.14343877056642329e-1
gene2489	3.73183039256327561e2	2.02802047367240612e-1	1.00127931790604724e-1	2.02542930569419877e0	4.28232968398196620e-2	2.94589396865987563e-1
gene2490	6.24168666635606186e1	8.43357888989810900e-1	1.98918346360386383e-1	4.23971898228971789e0	2.23799793526971722e-5	2.61589799718417578e-4
gene2491	2.01413017338072926e1	2.02615783726450061e-1	3.57172453967691483e-1	5.67277183544445340e-1	5.70525828324674911e-1	9.36882764723339423e-1
gene2492	5.72655314233274225e2	4.59403102399278812e-2	1.49015362274003721e-1	3.08292444073347327e-1	7.57859836919115626e-1	9.75699371802357551e-1
gene2493	2.60858644065938563e2	-1.11858829210381913e-1	1.63644379936452672e-1	-6.83548248059722918e-1	4.94260439128885010e-1	9.11457045563019208e-1
gene2494	1.49921379880756778e1	4.94657449035946439e-1	3.93649599671915595e-1	1.25659329883280746e0	2.08900955736938176e-1	7.14699541718177622e-1
gene2495	1.79050440545642317e2	-1.87831387395791860e-1	1.44570435195321811e-1	-1.29923789149574298e0	1.93862312598877790e-1	6.90606019322621001e-1
gene2496	2.60082777577255122e1	2.80455962744522669e-1	3.09899116266889707e-1	9.04991166554311333e-1	3.65470072915670852e-1	8.55668830255686630e-1
gene2497	1.65681719293152661e1	1.31751599111543910e-1	3.66543203816333540e-1	3.59443573744615441e-1	7.19263283730567693e-1	9.71349053429998111e-1
gene2498	5.90138700982966566e3	9.62667348132913159e-2	8.65220643245825927e-2	1.11262642153511448e0	2.65868925678136248e-1	7.79463456569802871e-1
gene2499	6.91700238783401005e2	-3.29820677913553670e-2	1.04776371188026643e-1	-3.14785360643644874e-1	7.52924647153558890e-1	9.74425483609631993e-1
gene2500	5.10513599291905606e0	-7.72892544919799418e-1	7.78850986695288183e-1	-9.92349702475475159e-1	3.21026980079005708e-1	8.28898667459097349e-1
gene2501	1.20706748203573033e0	-8.63105375596870394e-1	2.60991991606600449e0	-3.30701861878524628e-1	7.40869709062692783e-1	9.73576441655733205e-1
gene2502	7.98575125189303208e2	1.85983671131528561e0	1.03661509909654379e-1	1.79414395269393268e1	5.59858167480110765e-72	4.32457884484927416e-70
gene2503	2.88010151869530432e2	7.10399322263581406e-2	1.45032927124848360e-1	4.89819337130284915e-1	6.24261704056106703e-1	9.53275105201780826e-1
gene2504	1.17395911139958415e2	-1.50122073529492750e-1	2.03020999145809483e-1	-7.39441112796786260e-1	4.59639161803317875e-1	8.97877754908676939e-1
gene2505	9.54165153078897390e1	-1.97699472367730639e-1	1.78995724485300017e-1	-1.10449270750021000e0	2.69379482925463376e-1	7.83459779858996952e-1
gene2506	1.35716223541172010e1	2.78795282289499735e-1	4.74962597035036127e-1	5.86983657302459383e-1	5.57214635640784106e-1	9.31810747913333959e-1
gene2507	7.62118256646141504e2	-1.44248678350349546e-1	1.28946775001194808e-1	-1.11866836800697778e0	2.63281662299753971e-1	7.76858682717358362e-1
gene2508	2.31290815487742236e1	2.39683348821275724e-3	3.32847625736469310e-1	7.20099319593897353e-3	9.94254485783346076e-1	9.98598044157055553e-1
gene2509	1.76269348885876154e0	-8.67972180976835817e-1	1.36614931481745394e0	-6.35342104675296837e-1	5.25205276305072633e-1	9.21618028659310751e-1
gene2510	5.19604953122202801e2	1.33055909226412084e-1	1.24750684077088822e-1	1.06657458602945288e0	2.86163999059900753e-1	7.99854465254524860e-1
gene2511	1.00106498098910510e1	-3.72883277951222503e-1	5.29767238307599198e-1	-7.03862472021561714e-1	4.81518393681938384e-1	9.05383477340011678e-1
gene2512	1.72536840368447244e1	1.98782676010853587e-1	3.50048432568048629e-1	5.67871921472497099e-1	5.70121891284375293e-1	9.36844116552889128e-1
gene2513	8.71229558660765662e1	-5.11275080829885209e-2	2.10157765538922292e-1	-2.43281555415659601e-1	8.07787327418899026e-1	9.84759973047995896e-1
gene2514	1.41592528696256164e1	7.25159494442386920e-1	5.15519004209994747e-1	1.40665909213891172e0	1.59528507082949106e-1	6.37477591719277425e-1
gene2515	4.70072023994397853e2	-2.22558591103853898e0	1.56884137281894737e-1	-1.41861755407401748e1	1.11580153575246287e-45	4.51050888560057395e-44
gene2516	4.99730821808129022e1	-3.70173807802744517e-2	2.51661079360085360e-1	-1.47092195878682941e-1	8.83059242198267147e-1	9.91464092268691144e-1
gene2517	8.44496834043785860e0	-9.13437229695325675e-2	6.09222947122413649e-1	-1.49934803672420597e-1	8.80816047809658498e-1	9.91228652470806271e-1
gene2518	6.11910664739244476e3	2.22303856453192106e0	8.70664216867708396e-2	2.55326740374090413e1	8.55275230936192881e-144	3.40895601546547742e-141
gene2519	6.82967621460022656e0	-7.27336398563328768e-1	5.98767067822049137e-1	-1.21472345032090145e0	2.24471600509043745e-1	7.33558380761313966e-1
gene2520	4.18534864593687143e3	-3.50484650798404893e-2	1.16939285799395970e-1	-2.99715060172032699e-1	7.64394534945683324e-1	9.78168471772252746e-1
gene2521	1.40876087332967757e2	9.88550902639450890e-1	1.80547352502387015e-1	5.47529990851780202e0	4.36771217891894479e-8	5.89330643288257594e-7
gene2522	9.01127142399312788e2	-1.35074341447880084e-2	1.16968828705806036e-1	-1.15478921130014997e-1	9.08065488066032378e-1	9.93766132701380478e-1
gene2523	1.82965511238408816e1	-2.74908108756899638e-1	4.23750219901567637e-1	-6.48750362467676478e-1	5.16499705799211672e-1	9.17951404518399627e-1
gene2524	1.24830127857765705e-1	-4.88396459282450734e-1	3.04862324665909812e0	-1.60202301093672644e-1	8.72721720552660729e-1	9.90407695498841112e-1
gene2525	1.32628334473987684e3	7.03285228887685215e-2	9.21562808141896256e-2	7.63144109847147756e-1	4.45377437640386342e-1	8.91142256961955481e-1
gene2526	1.97288276797397693e1	-7.33746314426586110e-1	3.47978805300048100e-1	-2.10859484328048730e0	3.49795651006098995e-2	2.53217491060680977e-1
gene2527	1.40747321265065430e1	5.73752895850831224e-1	4.69712037169730368e-1	1.22149923878468925e0	2.21897068443140638e-1	7.29733775083060920e-1
gene2528	4.09966359010327778e3	2.79413948112765409e0	9.64939335307003487e-2	2.89566336337473018e1	2.31535158124009730e-184	2.30713208312669481e-181
gene2529	1.02758248968948010e2	5.18162570191257887e-3	2.09548399664810925e-1	2.47275842249379887e-2	9.80272197927600564e-1	9.96006070862986759e-1
gene2530	5.52584464855846775e1	-3.78441274138727413e-1	2.89926904423508325e-1	-1.30529891626036365e0	1.91791093740794505e-1	6.89306529695273951e-1
gene2531	1.25119202572658006e0	-2.27699789479780845e0	1.63400382901650754e0	-1.39350829806091303e0	1.63466143697956784e-1	6.43491849467449417e-1
gene2532	2.71169025129290446e2	4.65570919749695028e-2	1.30153195750785738e-1	3.57709941015324107e-1	7.20560394771250112e-1	9.71804497051810490e-1
gene2533	1.93414375071886388e3	-6.63220271878460915e-2	1.27303884534530037e-1	-5.20974104053021581e-1	6.02384765027902058e-1	9.48699302585003013e-1
gene2534	8.11145006818987895e1	9.53717521349878861e-2	1.96491758179088816e-1	4.85372786211536900e-1	6.27411891759503404e-1	9.53275105201780826e-1
gene2535	3.53719976800230924e1	-4.02698041114400884e-1	2.88398361690104466e-1	-1.39632568907279730e0	1.62616447407975540e-1	6.41734711065308217e-1
gene2536	4.16378735089419649e2	3.71510872324867444e-2	1.26051345788702585e-1	2.94729794434423487e-1	7.68200327443084197e-1	9.78632031247377077e-1
gene2537	8.17073383424625277e0	-1.54271696383370599e-1	5.77506620555141237e-1	-2.67134074125545851e-1	7.89365966504026240e-1	9.82091406969812564e-1
gene2538	4.63881151267988002e2	6.78260105969503146e-2	1.12890943137996524e-1	6.00810027019090587e-1	5.47966478783604161e-1	9.29187868710792286e-1
gene2539	4.43489518574545443e1	-4.14200615260089722e-1	2.70434496909156774e-1	-1.53161161018309833e0	1.25618305966286675e-1	5.70391255320603086e-1
gene2540	2.58647399420838564e0	-8.92645902705078376e-1	1.99303536048920371e0	-4.47882621854723384e-1	6.54237878692961128e-1	9.59018341981085598e-1
gene2541	2.24885016431958684e0	-1.57178009218932746e0	1.21678232472638603e0	-1.29175125266778390e0	1.96443313394304347e-1	6.95243969567588604e-1
gene2542	1.92061393430003280e0	1.99281837448593935e0	1.16324435225616507e0	1.71315542656259456e0	8.66839453705945812e-2	4.62895055544099543e-1
gene2543	3.48723651885345134e3	2.38209605775694250e-2	1.12221376989511262e-1	2.12267584096707734e-1	8.31898314934496397e-1	9.84759973047995896e-1
gene2544	1.77925289575864767e1	4.27282854100129672e-1	4.32908182573928046e-1	9.87005723845754024e-1	3.23639846685734200e-1	8.30684184606029441e-1
gene2545	8.54457522637757538e-1	-1.66058070563441684e0	1.69455381569433183e0	-9.79951589766421938e-1	3.27110029023033599e-1	8.32381069589203215e-1
gene2546	1.32143312479819421e1	-1.23516088491724033e-1	4.38234621911247846e-1	-2.81849224858228498e-1	7.78059154489253668e-1	9.80107352089674255e-1
gene2547	3.51255843544712832e2	-2.52055584804908306e-2	1.32560397251708567e-1	-1.90143957041935874e-1	8.49196348800865808e-1	9.85898868306747667e-1
gene2548	7.88852725946830589e1	-7.89104556389138012e-2	1.94410777896855014e-1	-4.05895478082906935e-1	6.84819382763990459e-1	9.65354753892156636e-1
gene2549	6.87975905911642144e2	2.21358713875663105e0	2.10859406263469162e-1	1.04979292979263654e1	8.82957267984534882e-26	2.22177467091714576e-24
gene2550	8.99921630702490347e1	-4.59456292363232766e-1	2.27095038294125418e-1	-2.02318947967573504e0	4.30536119547901830e-2	2.95867390567935706e-1
gene2551	2.54217392927199853e3	-3.56913605513605736e-2	1.12529782825052771e-1	-3.17172571165884487e-1	7.51112679930905469e-1	9.74252352188242132e-1
gene2552	3.25193082730973742e2	5.34604219055488522e-2	1.21949213725809094e-1	4.38382669901828059e-1	6.61108877700111286e-1	9.60586798774127892e-1
gene2553	3.24613901641702896e1	-1.20672790122678897e-1	3.06664387714356279e-1	-3.93501152912088481e-1	6.93949359530279253e-1	9.67388164159571740e-1
gene2554	1.03521566418458981e1	8.12896904010702998e-2	5.60756893127467460e-1	1.44964228522808491e-1	8.84739105479914745e-1	9.91598566066091647e-1
gene2555	2.47532779407670915e2	-1.50690684366541927e-1	1.50172509728114079e-1	-1.00345052925709233e0	3.15643549798937162e-1	8.23963304703060562e-1
gene2556	1.36369624592779246e1	-1.70838292617975962e0	5.35030612828547802e-1	-3.19305640689987236e0	1.40775452750530137e-3	1.44838100044672961e-2
gene2557	1.33604889629955210e2	1.35653869001991212e0	2.02313612849958246e-1	6.70512809746500515e0	2.01229742723823864e-11	3.18025974840847396e-10
gene2558	3.98592493277249901e2	2.16756048218039377e0	1.29727614814121678e-1	1.67085511075352109e1	1.13561383574942106e-62	6.81676148573801600e-61
gene2559	2.61249523275033312e2	4.10256337617760907e-3	1.66168114924199584e-1	2.46892334191133045e-2	9.80302788183370910e-1	9.96006070862986759e-1
gene2560	1.00330332686310779e1	5.62033626227141161e-2	4.87242372858280537e-1	1.15349907465994231e-1	9.08167742626859509e-1	9.93766132701380478e-1
gene2561	2.17245691527001014e2	-1.38398418435710463e-1	1.72063039420385450e-1	-8.04347167770148586e-1	4.21196493646074588e-1	8.82797909895350341e-1
gene2562	1.76266153897562367e3	1.66403358414549785e0	8.02182630289508813e-2	2.07438246767440688e1	1.39389526224313687e-95	1.91578887456851566e-93
gene2563	3.36827779305246864e1	-2.68738283716436453e-2	3.06463206506324526e-1	-8.76902277373027700e-2	9.30122820095515834e-1	9.93766132701380478e-1
gene2564	2.38095986434775824e2	-2.16814896644673488e-1	1.71336075498536605e-1	-1.26543634207686373e0	2.05714967272329213e-1	7.09535061054041072e-1
gene2565	2.64639509516542432e2	1.23394304167042376e-1	1.29281877503817921e-1	9.54459407223555711e-1	3.39851158901136596e-1	8.39420686748951095e-1
gene2566	1.64127456396002991e1	-1.15619878629106027e-1	4.20376931436581613e-1	-2.75038590328899935e-1	7.83286622120289655e-1	9.81418418025981398e-1
gene2567	2.59862729126469560e2	2.00923652987725736e-2	1.46489237213725587e-1	1.37159327749506399e-1	8.90904841888515375e-1	9.91687550369255821e-1
gene2568	1.21462330522892863e1	2.85188869518685384e-1	5.00821550494404355e-1	5.69442088179214156e-1	5.69056113391226970e-1	9.36473810151305930e-1
gene2569	3.36601757440058762e1	-1.26073375660946757e-1	2.73145573014194398e-1	-4.61561116549361661e-1	6.44396048187394044e-1	9.57331051027972224e-1
gene2570	3.54954945806356870e0	-2.36903341865784123e0	8.96172048281865696e-1	-2.64350291129893478e0	8.20530573839303203e-3	7.49420431074402926e-2
gene2571	4.61178212941344015e1	-5.33021756909392463e-1	2.19530004593011002e-1	-2.42801323626611820e0	1.51817881642363588e-2	1.28474673598754308e-1
gene2572	9.29662433623658728e1	2.40261911189794848e-2	2.17160994273570662e-1	1.10637691632191809e-1	9.11903613144048553e-1	9.93766132701380478e-1
gene2573	2.01472727596779535e1	-1.75865406373674515e0	3.59229853431233648e-1	-4.89562336464722403e0	9.79945931078458750e-7	1.23760091637912567e-5
gene2574	1.77551316432572848e0	1.20057421688936539e0	1.14096380963831368e0	1.05224565998280717e0	2.92686872804764520e-1	8.04707040646705840e-1
gene2575	2.76063499907190479e0	-5.74299671170691917e-1	1.09072267988743499e0	-5.26531337213929529e-1	5.98519038143050075e-1	9.47183825232497889e-1
gene2576	3.52952527885903464e2	2.38548597192784095e0	1.48599519236821243e-1	1.60531203881361222e1	5.43609114965342684e-58	2.91225431509255726e-56
gene2577	6.94861859752363671e2	1.11071153396929190e-1	1.13010906239799092e-1	9.82835702257320976e-1	3.25688321022072624e-1	8.31271808055767836e-1
gene2578	1.41450403435422373e2	8.79087391460932170e-3	1.36693783067381502e-1	6.43107076074993789e-2	9.48722746062415134e-1	9.93897460490620999e-1
gene2579	4.59468395270829362e1	1.88743252820031709e-1	2.30735106905605503e-1	8.18008387849046281e-1	4.13352389900713102e-1	8.78557406768072147e-1
gene2580	2.54749644605382564e1	2.29011768288683359e-1	3.06680877368883886e-1	7.46742901785890978e-1	4.55218745687605675e-1	8.95386338611162014e-1
gene2581	3.85504004439090636e2	-1.42616588501375571e-3	1.24373269517198307e-1	-1.14668199248114631e-2	9.90850983359120030e-1	9.98102351565781309e-1
gene2582	6.21231759682513829e0	2.36998978317723374e-1	6.34533250389439751e-1	3.73501275421370182e-1	7.08775391417903688e-1	9.68747137828694482e-1
gene2583	1.84832329699312982e3	1.65697802565035163e-1	1.03869401897232441e-1	1.59525134003347069e0	1.10656040437901962e-1	5.32719838640317800e-1
gene2584	4.10675697501166859e0	1.77372685521287599e0	1.03505845244378003e0	1.71364897414739703e0	8.65932093463402525e-2	4.62658463555821686e-1
gene2585	1.00259860061985524e1	1.00042144631813490e0	5.18805457577318996e-1	1.92831712100684594e0	5.38156889862143606e-2	3.45125835365662215e-1
gene2586	6.99754638534497375e-1	-1.02468706585670666e0	2.07300053990288724e0	-4.94301398447638485e-1	6.21093294932541951e-1	9.53275105201780826e-1
gene2587	6.82062160381097371e0	4.92287744124656257e-1	5.81433759675136552e-1	8.46678982657820489e-1	3.97174073821961737e-1	8.70385039708353681e-1
gene2588	6.01335111522393628e0	2.72828938362251916e-1	5.88000168647066945e-1	4.63994660052573837e-1	6.42651534997217389e-1	9.56779170685259528e-1
gene2589	5.26641866763095692e1	-2.76944754223575729e-1	2.10763770177811754e-1	-1.31400550478827594e0	1.88844362080803213e-1	6.84313973130265429e-1
gene2590	6.20058351716319180e2	-1.13031637100412363e-1	1.09805731604151441e-1	-1.02937829791882152e0	3.03301959477072391e-1	8.14058423840641310e-1
gene2591	1.85349646164258424e1	-3.63617739563233344e-1	4.17933851864397909e-1	-8.70036581007111343e-1	3.84280414416098004e-1	8.65764853976376036e-1
gene2592	4.06922129693750456e0	3.12984255343993434e-1	7.17623476109466640e-1	4.36139933772527133e-1	6.62735176562403883e-1	9.60761801530602422e-1
gene2593	2.37481996230705183e0	-1.16576344671089105e0	9.24928322984654883e-1	-1.26038247261050906e0	2.07531434462168540e-1	7.12102954097203367e-1
gene2594	1.06598284892084976e2	-1.32995683083692307e-1	1.94340013133808748e-1	-6.84345343705008990e-1	4.93757086281157276e-1	9.11220804696138975e-1
gene2595	1.88078850577780123e1	4.42145600204773670e-1	4.01003158924840009e-1	1.10259879595523347e0	2.70201451070751109e-1	7.83891997395645301e-1
gene2596	1.98998254296219557e0	-3.90890452267775634e-1	9.73672701155839704e-1	-4.01459804515164553e-1	6.88081609943441475e-1	9.65363005162121812e-1
gene2597	3.81369459289678525e3	6.45886778687660867e-1	1.23683365315097868e-1	5.22209900290300677e0	1.76906334052590955e-7	2.32403845176933752e-6
gene2598	2.63108788516249454e1	-7.45057288023713155e-2	3.63164458916656052e-1	-2.05156994229630574e-1	8.37449497808916421e-1	9.84901965308658256e-1
gene2599	8.82341821407155294e3	7.82786915020934095e-3	9.56099466544929749e-2	8.18729580353916991e-2	9.34747667042014618e-1	9.93766132701380478e-1
gene2600	1.70481601166662513e4	-3.85568194973020598e-2	1.06167903769841823e-1	-3.63168322329206206e-1	7.16479149160183626e-1	9.71007745612440631e-1
gene2601	4.12798994318096657e0	-3.94539496507328946e-1	8.27356725887481548e-1	-4.76867455309700816e-1	6.33456468478625689e-1	9.55352550873959427e-1
