gene	normal_1	normal_2	normal_3	normal_4	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8	tumor_9	tumor_10	tumor_11	tumor_12
gene2609	37	19	65	47	33	74	99	106	94	94	38	107	114	18	53	64
gene2610	30	17	110	17	29	33	35	57	79	35	54	57	47	21	36	22
gene2611	34	20	54	27	29	55	37	84	57	95	57	59	72	32	23	9
gene2612	78	33	192	57	480	864	776	1273	774	1067	671	1070	1657	245	558	507
gene2613	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0
gene2614	1	0	1	0	0	1	2	3	0	0	0	0	7	0	0	1
gene2615	92	36	218	101	9	15	25	21	18	20	14	38	27	6	20	10
gene2616	193	98	279	106	58	135	174	219	121	137	107	223	212	65	83	90
gene2617	44	28	99	42	60	47	57	138	76	104	50	143	71	33	52	34
gene2618	12	5	29	13	47	42	41	264	255	68	344	202	216	76	93	170
gene2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
gene2620	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0
gene2621	3	0	8	4	0	2	0	0	0	0	0	1	0	0	0	0
gene2622	341	142	937	276	198	548	660	993	567	440	328	764	697	174	511	394
gene2623	145	70	180	77	83	113	208	248	237	143	216	404	214	80	170	118
gene2624	249	64	344	165	100	184	217	490	325	337	202	465	328	89	200	148
gene2625	251	114	566	153	169	162	251	579	244	463	208	368	450	73	175	168
gene2626	1767	992	4058	1637	1755	1812	3043	3619	3387	3708	2498	4568	3220	1153	2166	1923
gene2627	6	17	26	7	17	17	37	86	23	86	28	30	40	7	20	32
gene2628	35	8	61	9	23	16	57	85	27	35	36	78	40	11	25	26
gene2629	392	198	640	290	177	357	485	615	433	442	298	675	763	187	333	320
gene2630	0	0	0	0	3	0	1	0	5	3	1	1	1	0	0	0
gene2631	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
gene2632	33691	16767	45538	26946	20991	27963	42322	80466	40487	52210	45844	83135	77727	13790	33684	28546
gene2633	1218	313	1377	878	513	1361	1330	2039	1155	1258	1095	2455	1877	393	631	741
gene2634	99	40	112	41	46	93	91	236	148	152	114	220	215	29	62	86
gene2635	4	7	18	5	1	4	20	12	1	11	2	6	4	2	15	1
gene2636	250	99	376	181	157	259	362	579	344	390	295	570	303	67	231	195
gene2637	816	371	1390	630	893	1152	1741	2916	1947	1965	1596	2154	2751	488	1098	1634
gene2638	3	1	5	0	4	5	4	10	4	11	4	1	10	2	4	0
gene2639	20	11	23	24	16	17	54	57	22	27	45	37	25	9	10	10
gene2640	14	4	23	7	6	26	7	38	20	6	3	37	30	3	13	3
gene2641	2	4	17	9	1	0	2	2	4	1	7	7	3	3	0	2
gene2642	39	12	20	2	5	12	13	20	10	2	22	10	57	4	5	34
gene2643	25	5	29	10	0	1	12	11	0	4	4	10	9	2	1	5
gene2644	53	33	95	36	24	100	81	78	86	74	38	120	77	19	41	35
gene2645	76	29	122	34	50	46	92	146	65	83	63	123	103	28	33	62
gene2646	5	2	4	1	3	0	1	31	1	6	11	5	0	1	0	8
gene2647	4	1	2	4	6	10	5	5	4	12	7	8	13	8	2	13
gene2648	1339	692	2353	1272	1384	1554	2490	2863	2429	1691	1785	3045	2397	689	1395	1677
gene2649	47	3	38	25	93	191	151	467	252	221	230	640	564	83	222	126
gene2650	209	129	430	183	182	254	239	446	375	352	216	564	378	147	176	147
gene2651	7	1	17	26	1	9	22	33	2	9	2	35	7	0	3	7
gene2652	10	2	23	8	14	8	5	11	4	23	18	0	36	1	9	6
gene2653	271	101	468	196	47	95	110	288	82	143	97	212	175	42	69	82
gene2654	1	0	13	0	1	5	18	21	20	12	5	12	7	0	2	10
gene2655	27	22	76	42	55	27	63	124	71	67	68	113	91	34	47	30
gene2656	37	42	144	28	37	49	32	98	54	69	102	98	149	8	41	20
gene2657	27	13	31	21	19	24	32	55	38	69	47	65	33	16	12	53
gene2658	66	53	96	77	93	111	177	191	125	107	170	271	124	45	74	86
gene2659	101	34	157	112	79	123	177	263	123	168	75	277	252	42	102	110
gene2660	72	47	243	98	74	109	157	190	117	169	110	195	280	60	121	89
gene2661	4	2	10	0	0	1	3	11	1	0	2	4	16	0	1	0
gene2662	0	0	8	5	0	0	5	19	0	0	12	7	1	1	0	7
gene2663	30	12	24	13	19	8	32	25	36	44	40	62	36	11	20	47
gene2664	158	87	238	205	174	153	228	267	253	189	165	303	268	44	135	106
gene2665	52	14	89	48	18	57	39	77	60	91	74	136	54	18	60	30
gene2666	8822	3302	15966	6646	4877	8787	10428	14593	12196	8987	6621	16558	17644	4500	7019	7995
gene2667	73	27	248	60	69	110	186	255	67	172	118	315	174	58	94	145
gene2668	129	79	317	100	63	150	171	382	179	222	230	362	315	54	187	126
gene2669	5642	2288	8851	4337	3941	5310	5808	12854	5822	5956	4538	12447	8261	2154	5031	4615
gene2670	83	60	204	86	77	211	182	342	166	241	133	232	204	40	148	103
gene2671	3575	1426	5772	2787	2417	3538	3826	7652	4572	6616	4671	7600	6071	1672	3611	4679
gene2672	323	98	574	211	231	288	318	854	299	315	301	411	574	111	281	239
gene2673	27	5	12	7	10	50	7	24	45	21	12	16	24	2	30	14
gene2674	198	142	601	284	232	318	479	696	370	630	428	827	514	122	273	329
gene2675	29	6	30	10	3	6	13	20	2	4	1	3	21	2	5	3
gene2676	92	49	234	88	161	195	307	342	397	396	237	524	377	81	207	181
gene2677	382	157	867	354	420	383	676	950	773	495	521	745	922	214	468	299
gene2678	2717	972	5944	1640	1832	2920	2516	6045	3035	4228	2634	6217	6750	1112	2400	2217
gene2679	0	6	10	7	6	5	5	7	3	2	4	17	6	8	3	12
gene2680	0	0	3	0	0	3	1	11	0	0	3	3	0	0	1	0
gene2681	5	7	23	8	14	5	17	55	29	33	8	57	44	11	7	8
gene2682	384	150	746	324	218	374	584	929	570	648	316	1002	577	156	414	318
gene2683	179	68	246	127	69	134	173	346	214	133	187	285	309	95	134	145
gene2684	1	2	11	1	0	1	0	7	14	1	0	8	4	0	0	9
gene2685	12	9	1	1	0	1	4	12	32	8	6	16	31	1	18	2
gene2686	4948	1691	11109	3167	3009	4690	6129	8973	6915	7143	5106	6676	10432	1964	4725	4186
gene2687	97	45	123	43	49	152	87	195	159	126	82	233	166	33	54	81
gene2688	64	43	163	82	59	58	93	119	77	142	85	175	108	41	46	54
gene2689	1	4	6	1	4	0	6	19	8	2	3	6	2	0	1	9
gene2690	46	24	116	57	33	109	75	110	61	72	33	94	97	19	63	18
gene2691	1	0	8	0	0	11	9	11	0	7	7	3	17	1	1	9
gene2692	40	25	75	23	43	18	36	76	28	15	19	88	82	15	39	30
gene2693	14	11	51	14	10	59	32	88	13	35	14	81	56	4	27	14
gene2694	3	1	17	4	8	10	38	7	7	3	3	28	14	5	4	5
gene2695	148	62	363	141	108	232	205	376	154	255	133	326	335	87	153	79
gene2696	4	1	5	2	3	0	4	4	5	6	28	40	4	1	3	2
gene2697	133	77	458	227	185	191	280	529	288	294	239	522	407	149	209	169
gene2698	122	58	279	156	92	87	151	113	116	185	108	237	215	28	92	83
gene2699	54	28	76	31	83	126	139	226	125	158	102	139	180	49	98	180
gene2700	1249	437	1539	847	674	1358	1606	2695	1294	1135	1328	2380	2683	509	1095	889
gene2701	3	1	8	2	0	1	7	30	1	5	0	2	1	4	0	2
gene2702	61	39	125	43	21	60	48	223	34	104	42	93	42	25	35	46
gene2703	135	79	299	142	87	187	245	423	227	323	208	287	323	53	164	155
gene2704	224	170	592	323	380	421	388	962	561	523	396	826	732	88	340	319
gene2705	37	27	114	42	32	46	51	169	100	82	61	94	63	36	41	30
gene2706	26	21	63	17	24	41	14	88	69	28	48	115	113	10	53	42
gene2707	238	123	384	135	213	183	417	428	247	395	275	618	648	104	150	264
gene2708	85	34	166	55	27	62	91	119	59	79	87	123	112	23	31	49
gene2709	1613	543	2821	1275	1151	1571	2411	3211	1542	2021	1294	3152	3159	776	1208	1221
gene2710	35	14	76	32	17	47	32	51	37	43	24	87	44	9	46	23
gene2711	617	243	897	376	322	486	755	1406	749	845	618	1140	1045	162	408	396
gene2712	433	229	666	221	222	266	422	832	249	491	315	850	525	149	263	241
gene2713	0	0	3	0	4	0	2	1	0	1	0	0	1	0	0	0
gene2714	1141	383	1653	1013	812	973	1419	2257	1267	1361	1010	2015	1521	395	772	1066
gene2715	0	1	0	1	3	7	0	1	10	2	5	10	1	4	3	1
gene2716	242	92	341	116	164	246	218	401	367	349	230	390	423	83	236	172
gene2717	57	46	155	56	74	72	82	180	96	134	72	148	182	34	84	54
gene2718	92	45	258	85	74	76	147	163	104	116	116	173	209	25	110	93
gene2719	165	54	382	137	439	602	745	1299	966	1165	632	1640	1662	313	532	540
gene2720	5	1	0	0	0	0	0	4	0	23	12	1	0	3	0	0
gene2721	80	17	118	69	51	42	105	150	71	125	94	136	118	18	78	36
gene2722	154	68	288	147	115	189	221	378	210	228	149	335	208	90	134	103
gene2723	0	0	5	6	3	1	1	7	1	0	0	1	2	0	0	0
gene2724	45	21	62	39	18	57	34	51	40	71	65	82	133	20	32	15
gene2725	34	3	37	5	13	10	6	98	6	19	11	40	39	9	6	3
gene2726	230	86	379	200	171	290	334	489	304	361	248	526	594	132	218	266
gene2727	28	15	26	35	26	10	31	29	21	10	39	34	17	16	19	34
gene2728	379	158	778	351	761	1110	1525	2398	2156	1569	1045	2161	3036	465	1229	810
gene2729	19	9	75	9	20	31	31	42	11	46	33	70	21	5	18	13
gene2730	52	31	60	49	15	61	44	135	37	85	64	133	133	10	72	28
gene2731	120	35	222	88	94	120	193	212	139	104	118	197	207	41	85	64
gene2732	5	4	33	13	31	11	23	44	13	26	28	45	23	3	5	15
gene2733	2088	1015	5678	2014	2118	2462	2924	5020	3179	4070	2627	5206	3440	919	2338	2106
gene2734	78	12	51	17	195	260	256	216	465	146	209	449	298	63	118	210
gene2735	24	16	42	22	7	19	38	24	27	26	16	56	30	7	18	15
gene2736	18293	7495	30043	17164	21938	40321	51790	87599	40060	53028	54388	70369	64215	19536	38256	25166
gene2737	176	97	336	149	132	159	226	346	230	283	183	369	390	70	167	127
gene2738	325	165	660	207	295	416	437	610	403	526	517	648	489	239	438	424
gene2739	64	25	163	92	44	67	108	283	118	195	58	267	183	57	106	70
gene2740	3	7	11	0	1	3	4	4	4	11	1	4	10	12	5	13
gene2741	2	5	7	7	2	0	15	12	11	14	1	7	5	0	10	2
gene2742	19	13	3	5	9	5	7	46	11	4	29	17	61	3	13	5
gene2743	47	22	74	17	39	56	48	50	52	37	32	96	76	10	17	43
gene2744	1	2	15	9	7	4	3	3	8	17	6	20	1	7	4	3
gene2745	2	6	15	2	10	12	6	9	30	5	3	32	13	0	9	13
gene2746	264	90	427	252	127	260	318	600	318	348	313	734	497	121	282	201
gene2747	2	6	22	3	1	4	27	18	29	5	21	12	14	12	9	7
gene2748	11	9	31	6	11	11	6	3	1	4	17	12	12	1	12	2
gene2749	279	146	579	288	279	267	322	608	388	505	296	745	662	140	244	228
gene2750	689	235	1283	461	337	632	846	1137	755	1020	691	987	1438	289	690	550
gene2751	29	14	56	18	28	24	70	49	27	18	30	47	23	7	16	12
gene2752	11	6	2	4	5	18	20	19	4	14	5	1	21	3	5	3
gene2753	322	181	588	227	177	390	395	814	502	678	364	929	770	187	288	257
gene2754	830	326	1763	629	675	790	919	1829	876	1146	1014	1365	1543	380	754	721
gene2755	4626	2014	8325	3545	3182	4159	5654	11404	5362	7563	5427	10665	7453	2080	4750	4323
gene2756	84	37	186	84	85	100	89	204	67	95	68	174	201	48	84	92
gene2757	198	111	417	153	130	219	334	552	207	461	283	416	583	127	268	237
gene2758	6	5	38	6	15	20	37	23	8	18	11	39	18	5	2	9
gene2759	15	6	6	5	4	6	0	16	13	1	5	3	17	1	1	3
gene2760	3	0	12	1	0	2	0	5	1	16	2	8	2	5	3	0
gene2761	12	0	0	11	2	0	11	5	1	0	0	0	10	0	2	0
gene2762	39	26	81	32	2	9	9	25	16	6	18	17	19	3	6	12
gene2763	16	15	46	13	27	14	43	64	56	24	51	47	33	16	48	16
gene2764	441	235	1055	409	336	666	639	1046	617	661	520	1039	863	293	518	392
gene2765	36	4	35	16	23	20	35	66	11	51	38	59	55	14	39	42
gene2766	15	15	72	37	15	28	8	33	29	47	45	60	53	8	28	51
gene2767	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
gene2768	8	12	35	11	5	10	16	17	8	7	10	26	16	2	4	11
gene2769	2	1	28	2	8	12	5	21	7	15	8	19	9	5	2	12
gene2770	8	8	59	37	11	19	14	51	19	23	21	58	9	5	21	25
gene2771	111	40	144	81	76	90	113	194	155	143	115	240	170	61	95	100
gene2772	0	1	1	5	5	1	0	0	0	0	0	0	0	0	4	0
gene2773	22	10	29	13	96	216	82	241	226	96	20	279	264	57	145	114
gene2774	4	2	0	7	0	2	0	0	3	0	0	5	3	0	1	0
gene2775	807	339	1512	672	677	883	831	1777	723	1012	907	1373	1836	319	489	681
gene2776	3	5	0	0	1	3	8	28	9	1	11	23	4	7	16	2
gene2777	9	4	16	19	17	12	31	47	12	15	9	33	16	3	12	8
gene2778	601	238	1198	478	515	752	653	1431	1064	1076	768	1333	980	291	407	419
gene2779	36	10	48	24	36	56	42	70	48	53	22	143	49	20	35	27
gene2780	4	0	1	2	6	4	2	2	4	0	0	15	21	1	0	4
gene2781	101	52	204	120	113	109	128	270	187	218	120	320	195	54	171	154
gene2782	215	145	438	191	147	189	337	526	312	236	212	870	667	103	192	223
gene2783	51	28	80	45	60	98	74	120	58	125	63	115	150	19	54	80
gene2784	10	5	38	22	4	7	35	27	20	24	23	46	14	10	10	19
gene2785	2065	895	3596	2480	466	729	812	1619	999	1002	1192	1716	1571	336	558	510
gene2786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene2787	21	9	42	13	17	23	9	60	42	16	28	72	54	6	15	28
gene2788	28	13	61	19	9	29	35	114	11	38	52	48	58	13	22	26
gene2789	143	99	156	104	84	132	172	275	157	227	157	357	236	56	117	139
gene2790	1	0	6	4	2	0	0	2	0	0	0	3	4	0	0	0
gene2791	16	4	12	1	10	12	30	17	20	13	9	8	57	2	0	14
gene2792	15	1	3	3	24	17	6	18	30	24	1	17	3	12	13	14
gene2793	18	25	60	33	33	58	61	86	79	28	27	53	58	18	26	15
gene2794	1917	1275	2934	2049	1108	2411	2667	4861	2472	3067	2751	3893	4519	1038	1943	1679
gene2795	80	52	78	45	47	105	130	174	103	87	125	182	75	42	87	85
gene2796	151	117	384	171	335	526	806	1001	689	827	663	899	1003	213	523	417
gene2797	94	26	137	133	34	29	40	98	35	59	50	64	40	16	33	40
gene2798	62	58	144	79	21	81	79	111	91	93	50	94	168	15	51	41
gene2799	19	6	26	15	21	30	35	27	19	32	6	46	33	11	9	14
gene2800	276	167	650	411	95	185	181	287	156	171	143	267	306	29	152	114
gene2801	49	40	134	98	18	19	35	53	21	30	24	53	81	19	18	33
gene2802	24	10	47	7	19	18	26	54	24	53	29	53	59	5	22	12
gene2803	14	17	18	25	4	21	36	79	20	60	8	12	27	14	10	4
gene2804	2	3	4	5	1	1	2	11	0	18	2	8	3	1	1	0
gene2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene2806	155	88	188	110	63	157	191	318	169	193	136	278	215	35	120	114
gene2807	45	30	92	58	23	21	30	47	14	21	22	57	26	16	12	16
gene2808	4	1	7	0	1	0	0	0	1	4	0	0	3	0	0	8
gene2809	42	31	132	43	49	80	40	96	51	46	47	188	105	13	44	46
gene2810	577	218	910	549	399	592	471	1389	621	857	539	822	825	215	478	481
gene2811	54	24	166	30	51	55	98	116	48	92	79	135	149	39	59	68
gene2812	108	40	184	103	46	90	184	220	95	128	130	192	134	36	91	122
gene2813	18	5	73	9	10	7	51	28	19	26	10	41	50	16	10	6
gene2814	50	12	54	25	23	44	68	71	44	28	26	35	53	10	52	14
gene2815	18	27	114	34	14	49	48	39	44	16	28	51	114	12	20	14
gene2816	541	378	1454	599	579	646	720	2047	810	1127	760	1703	842	250	686	721
gene2817	8	12	22	21	9	13	34	13	18	14	4	45	37	23	22	10
gene2818	10	1	15	10	10	8	18	10	13	13	13	19	41	11	7	16
gene2819	144	43	175	132	53	122	193	217	134	133	99	299	244	43	60	117
gene2820	116	37	172	191	418	776	1022	1475	632	1223	450	1993	1351	356	837	382
gene2821	4	8	12	6	7	4	2	14	0	10	7	7	4	0	0	0
gene2822	302	156	509	309	196	562	411	753	605	454	384	829	726	159	394	380
gene2823	39	10	97	11	14	22	34	41	73	82	43	64	101	12	50	26
gene2824	0	0	2	0	0	5	3	45	1	1	0	0	1	0	0	0
gene2825	17	11	37	34	38	53	34	38	19	58	50	32	131	13	19	24
gene2826	1	0	0	14	9	1	12	26	2	12	0	13	6	2	3	11
gene2827	260	248	507	249	289	362	377	671	498	456	469	586	683	175	286	337
gene2828	74	28	140	68	63	104	60	112	157	204	75	185	197	42	67	57
gene2829	653	389	1672	726	704	996	1052	1726	1274	1507	979	1829	1682	343	918	834
gene2830	3034	1770	8370	2308	3045	4188	5237	7048	4875	6033	3902	8278	8007	1212	3815	3817
gene2831	1307	798	2141	1281	1160	1694	2122	3599	1772	2738	1949	3585	2478	692	1349	1487
gene2832	6020	3360	12232	7644	3903	8892	10117	15833	10258	10449	11200	19844	15113	3436	6421	8011
gene2833	7	6	16	8	10	17	9	40	7	17	10	49	45	1	13	11
gene2834	6	6	14	0	2	27	21	2	25	14	7	22	14	5	19	6
gene2835	4	8	11	0	2	3	13	7	10	19	3	4	6	5	9	0
gene2836	1366	861	3574	1276	1207	2018	1725	4077	2140	2126	1700	3505	2731	827	1607	1855
gene2837	26	19	98	58	44	68	92	79	44	123	70	81	117	27	25	55
gene2838	17	23	131	20	37	96	57	101	80	91	52	97	135	16	37	46
gene2839	12	15	89	10	16	25	18	49	25	36	41	71	36	13	23	6
gene2840	68	23	142	27	53	36	68	78	53	76	69	155	128	32	37	64
gene2841	529	286	979	358	531	516	697	1487	932	1231	821	1058	1081	242	489	606
gene2842	127	102	349	143	109	276	248	504	243	281	268	540	351	132	185	132
gene2843	97	39	131	110	70	83	81	325	112	119	76	228	191	26	66	72
gene2844	108	62	432	201	123	121	258	432	408	242	212	599	403	52	114	151
gene2845	4435	1742	8556	4495	5503	8252	10633	19924	9687	17224	10665	18390	17122	3955	7585	7500
gene2846	626	352	1600	578	408	716	1085	1327	740	875	588	1613	1077	303	873	598
gene2847	11	3	30	25	1	5	1	2	1	4	6	2	6	1	3	1
gene2848	27	18	57	23	40	37	71	107	38	111	47	111	126	7	37	41
gene2849	14	9	35	15	10	28	34	59	15	18	9	43	31	6	26	19
gene2850	19	15	38	14	24	6	17	45	20	40	28	49	30	6	24	18
gene2851	9	6	46	9	19	15	25	29	28	6	31	11	29	12	19	8
gene2852	147	74	237	145	71	135	197	276	151	172	177	269	364	79	90	128
gene2853	74	21	87	49	18	31	28	71	45	53	76	88	49	9	30	23
gene2854	303	139	590	218	167	261	401	771	279	310	356	575	585	98	301	296
gene2855	9	4	3	8	1	5	3	7	3	14	9	3	22	4	6	5
gene2856	39	31	108	66	27	59	110	126	77	71	39	153	116	30	65	70
gene2857	251	181	431	264	120	110	177	265	127	147	108	273	243	57	107	170
gene2858	311	124	685	234	272	213	402	501	440	431	320	816	766	100	344	270
gene2859	2	6	10	21	7	3	6	2	7	16	15	18	45	5	14	22
gene2860	2542	1585	7604	3143	2283	3563	5623	7514	3178	4122	4236	7831	8619	1551	3205	3159
gene2861	68	41	196	87	87	137	105	328	134	161	100	276	261	52	54	114
gene2862	1080	638	1944	1146	1094	1496	1834	3787	1644	1645	1302	3767	2414	611	1357	1249
gene2863	147	101	225	83	103	242	146	282	160	310	149	300	245	62	179	133
gene2864	13	7	53	11	14	26	5	33	11	35	16	57	38	9	8	9
gene2865	372	162	676	320	288	371	583	1142	494	543	382	1167	675	177	435	367
gene2866	95	36	240	71	84	84	154	245	102	136	151	154	176	48	59	30
gene2867	4	2	30	3	11	26	14	15	22	7	4	18	6	7	15	23
gene2868	0	0	12	5	47	0	51	28	2	11	27	0	8	0	17	9
gene2869	111	30	140	23	53	86	93	176	55	65	89	169	142	33	95	105
gene2870	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
gene2871	2	2	1	10	10	0	4	2	0	4	28	9	10	4	5	0
gene2872	21	7	53	10	14	32	18	48	29	52	24	51	38	6	9	18
gene2873	209	71	248	140	64	140	109	223	131	192	96	338	313	47	128	112
gene2874	2	2	17	1	2	18	22	6	10	8	9	3	15	0	3	2
gene2875	9	16	25	14	16	9	15	73	18	40	30	32	51	9	21	27
gene2876	2143	788	3819	1507	1591	1519	3005	3531	2333	3510	2469	4889	3589	833	1515	1423
gene2877	99	63	167	59	92	100	121	240	118	168	142	316	203	49	101	118
gene2878	10	16	32	12	23	26	51	28	43	41	36	66	15	16	20	32
gene2879	25	7	5	7	1	2	4	7	3	0	1	3	5	1	2	1
gene2880	147	57	232	70	107	141	155	308	149	211	94	259	268	55	114	82
gene2881	71	54	209	178	83	142	183	209	227	231	139	293	305	50	97	127
gene2882	6	19	48	5	18	15	41	34	7	43	7	22	8	13	8	10
gene2883	8	4	5	4	3	7	4	3	3	8	3	8	2	7	5	11
gene2884	52	29	107	51	48	63	48	103	60	62	30	126	94	27	61	40
gene2885	0	0	3	0	0	0	1	0	4	0	2	4	0	0	0	0
gene2886	6	5	21	21	6	13	11	19	13	22	14	36	7	8	17	6
gene2887	411	162	891	335	303	444	734	1007	547	659	481	1166	891	233	467	373
gene2888	406	182	747	350	318	394	527	883	469	672	419	1097	916	168	480	421
gene2889	6732	2988	16369	6370	5800	6730	11366	17429	11036	12765	7091	17024	16424	3961	8381	7006
gene2890	12	26	35	19	6	31	49	27	18	43	19	48	43	2	18	11
gene2891	132	93	295	93	120	150	374	343	186	270	164	463	457	78	132	161
gene2892	46	23	49	38	20	20	20	78	70	53	27	88	61	6	30	32
gene2893	175	44	117	92	70	136	171	185	129	132	144	459	195	39	110	148
gene2894	42	22	122	26	41	100	119	115	108	69	101	198	270	43	69	76
gene2895	58	34	145	66	125	112	130	222	128	216	121	281	275	69	106	166
gene2896	821	397	1462	710	574	974	1097	1514	1301	1641	1016	1710	1840	364	974	819
gene2897	52	15	91	46	49	49	138	86	87	111	62	107	121	18	34	46
gene2898	180	63	319	88	469	657	732	1676	1053	1136	779	1287	1571	281	682	758
gene2899	33	5	26	6	9	22	6	47	18	4	41	14	55	8	18	38
gene2900	298	133	447	253	375	931	664	1076	855	854	505	917	1303	399	512	456
gene2901	3391	1887	6154	3298	4976	5939	7155	16964	6471	7651	6269	11217	8677	3081	4946	4722
gene2902	2063	1204	4564	1847	1756	2380	2880	4232	3344	4056	2703	4856	4189	1045	2787	2406
gene2903	4	1	8	8	0	2	6	0	2	2	2	5	3	1	3	0
gene2904	47	4	89	36	14	16	7	15	10	32	6	18	14	9	7	20
gene2905	24	9	22	14	13	35	16	33	12	17	28	40	44	7	9	40
gene2906	3	1	6	3	0	0	4	7	7	8	5	0	4	2	2	3
gene2907	502	246	953	386	420	429	582	1129	463	704	653	1106	1028	249	423	653
gene2908	18	11	18	14	19	11	39	37	24	7	36	26	11	7	20	26
gene2909	103	67	185	116	156	208	222	492	187	149	174	295	337	52	140	171
gene2910	57	12	41	32	19	41	33	78	30	34	57	44	107	11	32	22
gene2911	7	0	10	15	5	12	1	9	25	10	1	4	11	2	9	7
gene2912	25	15	132	35	22	51	72	102	36	80	75	195	113	16	40	13
gene2913	5	7	42	11	19	12	15	36	16	17	9	52	29	2	15	7
gene2914	34	21	41	31	36	27	47	142	26	50	41	65	98	21	41	52
gene2915	4	1	9	1	4	0	13	5	0	0	4	9	3	4	9	6
gene2916	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene2917	37	5	31	14	8	19	26	26	34	15	16	36	59	4	6	12
gene2918	81	17	67	23	31	67	76	140	30	100	38	119	103	14	54	27
gene2919	1319	521	1705	873	884	1209	1329	2206	1833	2239	1227	3003	1968	599	868	1199
gene2920	50	9	96	25	180	204	281	549	318	575	292	1043	362	95	236	236
gene2921	81	72	231	76	134	83	170	225	148	218	129	221	230	40	100	56
gene2922	6804	3475	13516	5309	4620	8661	11847	15629	9160	11284	6121	13758	13864	3591	7752	5802
gene2923	0	0	0	0	1	1	0	0	5	1	2	2	2	0	0	2
gene2924	356	97	571	283	140	316	292	545	275	416	306	603	390	134	281	225
gene2925	182	77	264	129	130	125	195	302	200	223	162	430	222	72	150	138
gene2926	184	110	482	267	630	954	1303	2031	1080	1315	1107	2316	2522	578	840	986
gene2927	74	20	191	74	76	69	82	217	140	183	75	108	179	41	77	89
gene2928	14	13	40	28	11	44	27	35	42	81	32	26	32	2	31	34
gene2929	104	23	153	65	79	71	69	211	143	156	75	301	171	45	91	87
gene2930	2	0	8	2	0	0	4	1	0	10	3	7	3	4	0	5
gene2931	17	3	39	13	10	16	17	47	17	18	13	41	20	2	13	14
gene2932	191	137	518	171	165	220	234	524	310	385	271	566	554	95	237	213
gene2933	4324	1795	6839	3329	3114	3593	5296	9902	6143	5551	4841	7921	5998	1692	3751	3291
gene2934	33	18	59	43	67	35	46	102	54	79	53	143	61	42	44	27
gene2935	9	8	101	25	32	11	27	78	30	53	38	39	75	13	40	47
gene2936	98	32	120	76	237	516	851	1040	734	1359	677	1343	1227	346	466	428
gene2937	694	549	1663	797	964	1082	1353	1848	1331	1692	1175	3101	2083	548	1098	878
gene2938	179	76	377	186	126	149	316	415	205	300	196	404	434	76	115	232
gene2939	2605	1494	5367	2565	2741	3695	4523	6317	4397	4652	2881	5504	5574	1272	3821	2473
gene2940	6	2	5	8	11	9	29	35	13	25	10	28	31	4	13	7
gene2941	221	90	439	172	143	225	267	407	207	365	172	490	402	96	263	165
gene2942	26	30	143	35	52	45	83	155	93	115	71	176	148	25	42	106
gene2943	18	5	21	13	11	11	14	25	13	11	16	54	35	12	21	11
gene2944	0	0	3	3	0	4	0	14	0	11	0	6	5	1	3	2
gene2945	216	103	322	133	439	603	876	997	731	687	769	1550	942	167	506	605
gene2946	2319	1078	4162	2720	1816	2305	3232	5494	2384	3692	2701	5448	4706	1136	2634	2457
gene2947	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene2948	52	41	88	40	22	70	102	173	80	102	54	95	84	67	41	23
gene2949	167	77	185	164	92	158	240	391	158	267	154	349	324	93	151	161
gene2950	1060	495	2559	1171	714	905	1421	2777	1575	1335	1169	2233	1789	455	1054	826
gene2951	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
gene2952	135	65	249	160	93	108	142	348	248	168	156	404	248	54	157	140
gene2953	48	19	62	31	20	45	87	117	72	32	38	91	148	31	41	38
gene2954	1936	1215	4385	1712	1879	2621	3035	4812	2824	3608	2404	5260	5337	1349	2526	3054
gene2955	71	30	156	56	252	296	163	534	342	616	212	780	469	100	250	144
gene2956	4	0	12	5	3	3	3	20	5	7	4	19	8	0	4	2
gene2957	43	27	55	47	14	58	66	95	25	62	32	100	72	30	44	44
gene2958	320	160	576	163	80	108	108	168	120	178	110	193	162	32	52	71
gene2959	1511	594	2876	1713	894	1663	2281	2844	2398	2660	1859	3440	2622	750	1399	1465
gene2960	0	7	14	2	12	68	42	96	13	23	27	52	20	6	21	9
gene2961	44	11	45	29	31	48	29	84	17	24	34	38	28	9	18	10
gene2962	7	1	2	1	1	7	12	53	15	4	0	27	6	6	2	6
gene2963	40	20	6	6	32	44	39	41	42	28	22	35	23	9	20	33
gene2964	0	2	1	1	3	0	0	4	1	2	0	0	2	0	0	1
gene2965	4342	1439	7544	3136	3102	4489	5237	7037	4605	7131	4179	8692	9583	1278	4241	2828
