gene	normal_1	normal_2	normal_3	normal_4	normal_5	normal_6	normal_7	normal_8	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8
gene1727	3949	7442	2077	4015	2159	10448	4511	2725	3457	1851	1538	2596	11804	1660	1417	6029
gene1728	270	426	96	226	127	709	167	137	179	115	78	162	540	119	72	198
gene1729	1589	2392	583	1336	835	3466	1135	1106	1257	604	410	901	2681	535	666	1071
gene1730	121	101	41	114	41	154	50	31	32	30	20	42	121	28	13	95
gene1731	268	311	142	236	157	595	239	136	201	134	84	181	728	128	112	451
gene1732	58	115	31	58	24	117	21	37	21	13	6	23	149	11	25	96
gene1733	416	508	146	466	195	1330	470	233	346	131	158	270	1183	86	144	505
gene1734	1646	1155	729	1428	532	3305	1194	675	898	583	327	612	2958	475	475	1321
gene1735	138	79	69	103	50	299	78	50	104	27	25	34	224	16	17	104
gene1736	0	4	3	0	0	7	6	1	5	0	0	1	0	1	0	3
gene1737	84	133	26	151	44	149	81	42	8	5	2	9	63	12	3	29
gene1738	25	14	6	11	23	36	33	23	6	2	6	17	57	23	6	15
gene1739	34	29	20	22	14	64	10	19	17	16	14	8	53	11	25	25
gene1740	118	86	36	96	37	187	44	49	82	23	22	55	176	20	25	91
gene1741	2	21	17	38	1	23	17	4	3	6	7	0	28	1	4	33
gene1742	163	168	44	129	44	297	89	71	79	52	12	61	300	24	49	145
gene1743	532	639	263	470	218	1338	347	226	312	178	127	213	1379	187	129	416
gene1744	98	139	37	80	40	298	47	39	90	31	25	58	164	27	23	74
gene1745	137	218	61	116	64	315	110	65	109	47	33	71	447	68	57	99
gene1746	66	141	42	106	48	187	81	46	275	488	193	286	881	252	395	808
gene1747	1	4	3	17	2	1	5	4	5	0	0	5	21	0	0	0
gene1748	186	82	31	109	26	135	47	32	171	115	57	110	304	92	110	256
gene1749	400	493	140	464	152	900	216	303	257	194	80	254	838	182	116	505
gene1750	2314	2770	1376	2622	1401	4449	1959	1448	1971	870	597	1369	4849	1000	700	2289
gene1751	166	189	85	71	72	269	144	110	78	52	45	73	242	44	34	126
gene1752	58	76	31	72	26	144	50	28	17	12	17	13	177	22	4	84
gene1753	8	2	16	1	6	12	18	3	4	2	1	9	12	0	11	7
gene1754	15	35	16	22	40	58	13	25	14	12	11	10	71	9	16	24
gene1755	103	109	28	40	40	132	68	41	35	20	7	30	172	13	6	83
gene1756	306	386	155	357	159	704	194	189	181	113	59	249	472	114	72	362
gene1757	9	5	0	19	14	25	8	3	5	2	3	12	15	0	3	15
gene1758	41	26	8	21	13	62	13	19	2	1	0	3	29	1	2	4
gene1759	24	25	17	32	11	84	15	10	8	15	8	11	35	4	4	18
gene1760	106	83	89	106	39	219	107	40	128	50	18	99	229	63	41	135
gene1761	180	126	67	162	72	317	83	66	48	36	17	66	154	30	28	90
gene1762	38	61	16	43	33	195	78	43	71	43	30	27	203	25	24	65
gene1763	13	6	4	14	1	34	6	3	1	4	2	5	41	4	2	5
gene1764	30	11	6	24	18	38	14	4	7	13	6	6	21	9	7	32
gene1765	253	146	76	214	122	480	143	76	14	9	7	10	61	11	9	37
gene1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1767	50	96	33	87	26	195	59	48	47	45	22	43	154	39	25	57
gene1768	6	1	1	7	5	15	1	3	6	0	1	0	19	1	0	4
gene1769	1417	2132	772	2099	716	3622	1029	754	1365	509	557	858	3316	476	554	1885
gene1770	182	215	51	93	37	222	87	44	61	54	45	46	194	32	40	225
gene1771	162	201	42	174	78	338	98	51	57	38	29	68	334	67	41	79
gene1772	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11
gene1773	1281	1599	633	1168	429	2315	1145	661	879	422	301	432	2785	451	461	1478
gene1774	510	482	187	369	213	804	330	233	217	238	69	247	813	154	63	423
gene1775	62	89	39	52	69	71	86	36	17	18	10	29	229	15	15	67
gene1776	15	29	4	10	2	46	1	2	14	3	5	6	51	6	2	10
gene1777	17	5	25	28	14	108	12	10	5	10	8	16	14	7	8	32
gene1778	1006	1468	560	1029	591	2247	804	496	608	314	310	490	1992	300	252	1050
gene1779	434	517	192	429	119	876	235	155	731	489	319	505	3302	291	370	1173
gene1780	297	310	131	239	179	607	244	182	333	112	76	154	666	81	63	438
gene1781	146	274	88	114	128	254	97	61	119	51	53	40	327	100	57	201
gene1782	25	30	8	28	4	70	30	24	11	0	10	14	57	12	5	28
gene1783	18	60	13	26	2	31	31	5	3	9	1	12	75	17	4	17
gene1784	305	538	218	319	139	653	195	127	200	198	102	175	980	114	129	248
gene1785	0	6	2	2	0	8	2	2	5	0	0	12	17	0	5	3
gene1786	39	36	11	9	29	68	9	24	23	5	7	13	29	8	14	31
gene1787	62	131	26	95	20	99	48	54	66	13	25	40	160	32	17	46
gene1788	189	243	112	206	83	365	173	87	93	151	52	98	322	60	47	221
gene1789	4	10	2	5	0	27	1	0	18	100	4	3	16	23	15	39
gene1790	103	102	26	70	23	124	66	9	28	17	25	32	97	20	47	58
gene1791	4563	5095	1593	4682	1936	6868	2180	1683	2388	1604	1236	2107	8068	1814	1487	4849
gene1792	5	2	0	0	0	1	7	0	0	1	0	0	0	0	0	0
gene1793	2	6	1	14	0	0	0	0	0	1	0	0	1	0	0	1
gene1794	31	54	12	23	37	108	34	15	23	12	14	15	93	3	7	50
gene1795	762	1241	425	942	311	1731	833	454	729	406	323	404	2619	312	330	865
gene1796	107	121	34	188	40	225	68	41	66	41	32	69	325	28	34	140
gene1797	0	0	0	3	0	5	2	1	4	10	3	0	5	10	3	0
gene1798	151	212	91	114	46	273	98	62	99	43	31	82	267	61	37	105
gene1799	103	154	69	186	47	284	139	60	85	84	56	89	312	36	39	127
gene1800	20	24	5	19	9	90	12	7	16	11	10	8	27	2	3	32
gene1801	23	29	5	2	3	2	7	7	0	2	2	14	13	3	0	5
gene1802	1457	1825	566	1124	626	3056	997	556	717	589	251	771	2757	430	204	1693
gene1803	50	70	21	124	25	92	41	27	35	17	11	24	91	14	23	35
gene1804	487	643	261	466	224	1098	205	223	421	180	140	326	1063	178	184	492
gene1805	53	81	48	31	18	133	96	22	26	48	20	26	116	22	13	55
gene1806	38	42	12	59	5	43	20	14	11	4	11	9	37	14	9	7
gene1807	142	145	102	284	71	433	140	102	94	74	33	85	469	81	86	164
gene1808	13	49	5	21	14	46	48	9	27	4	17	8	9	3	7	22
gene1809	5	1	2	6	4	22	8	2	1	0	1	8	12	2	5	5
gene1810	384	438	116	278	75	582	220	141	222	143	117	100	556	117	97	289
gene1811	13464	15359	5791	11267	5411	17630	8589	6199	7399	3976	2733	5104	26070	4029	4599	8820
gene1812	2	2	3	0	1	0	9	1	0	1	0	2	1	0	0	0
gene1813	11	25	3	22	7	79	14	15	8	8	4	12	40	7	2	9
gene1814	14	2	0	3	9	0	12	4	3	0	1	7	9	0	0	2
gene1815	249	344	127	274	148	543	209	141	184	123	75	189	608	110	52	227
gene1816	2222	2818	914	1770	908	3766	1050	1086	1295	796	450	731	4394	430	481	2107
gene1817	4957	6184	2181	3679	2238	10948	3259	2238	3132	2069	1218	2512	11180	1299	1530	3747
gene1818	262	329	112	174	58	312	117	87	131	52	39	112	325	44	73	196
gene1819	8	15	5	12	3	19	13	14	1	5	0	11	40	3	1	21
gene1820	173	247	83	108	53	337	92	97	104	105	33	77	511	58	59	226
gene1821	13	53	10	36	22	49	43	29	328	18	36	94	396	35	82	186
gene1822	100	85	64	108	51	265	114	71	65	33	25	77	184	45	34	85
gene1823	45181	62062	21966	45793	18000	117910	32119	12531	30079	19939	10204	25325	97377	10950	12727	53736
gene1824	721	763	382	570	321	1209	581	379	431	313	165	284	1479	195	206	771
gene1825	26	45	17	54	15	230	43	31	30	17	5	11	69	13	7	49
gene1826	6314	9809	3245	10294	3780	18639	5453	4938	4879	3356	2248	5565	16861	2952	2264	8870
gene1827	1805	1452	464	1056	631	1795	780	691	986	439	473	654	4040	440	391	1829
gene1828	110	106	75	109	60	180	96	85	87	15	36	46	201	47	44	79
gene1829	81	154	38	73	39	181	53	39	41	63	15	55	177	14	29	82
gene1830	754	943	372	697	365	922	543	187	398	248	178	399	1473	251	200	705
gene1831	13	0	10	1	0	20	7	0	4	3	1	2	16	4	2	4
gene1832	84	74	81	81	61	316	85	50	48	44	28	109	127	61	23	124
gene1833	24	27	7	29	9	79	7	16	13	8	13	4	77	11	8	48
gene1834	3	8	4	12	7	25	13	6	10	5	4	4	7	3	1	3
gene1835	6	1	0	4	0	1	0	0	21	1	0	0	0	3	4	0
gene1836	2680	2577	848	2403	830	3810	1404	970	1351	781	602	851	5465	744	667	2024
gene1837	13	17	1	3	5	39	11	5	3	4	0	3	9	6	9	12
gene1838	298	250	119	240	94	587	209	94	120	112	51	116	511	81	82	266
gene1839	407	507	282	541	173	1383	386	150	340	154	128	261	865	165	190	480
gene1840	649	505	165	535	261	1000	258	144	289	149	136	272	1088	150	157	461
gene1841	21	32	2	18	12	37	30	19	15	15	12	33	68	19	2	30
gene1842	5	0	0	2	2	1	0	0	4	0	1	0	2	4	1	1
gene1843	3352	4314	1312	2916	2524	5429	2273	1147	1552	1010	839	1425	6491	1520	1063	4022
gene1844	396	766	278	976	239	1399	605	267	466	245	142	237	1480	198	195	645
gene1845	860	556	259	624	338	1239	371	337	508	275	155	342	1592	289	150	672
gene1846	1081	1146	375	1524	614	1859	462	560	602	339	360	498	1503	327	329	951
gene1847	87	85	22	60	35	101	39	36	46	26	6	25	161	12	26	65
gene1848	69	102	29	130	60	254	69	55	80	68	14	50	212	28	40	125
gene1849	430	544	192	365	109	896	293	150	300	149	48	245	721	93	138	358
gene1850	5826	8381	1801	6617	2715	10538	4880	2203	2498	2405	1198	3190	11209	1842	1751	5795
gene1851	5044	5155	2247	5949	2686	14153	3708	1781	3072	2636	1420	2651	11155	1795	1853	5545
gene1852	5898	7033	2290	5170	2532	11622	3088	2298	3143	1648	1191	2563	10308	1969	1251	4568
gene1853	0	13	0	0	0	2	1	4	0	6	0	0	2	0	0	1
gene1854	4	1	7	4	3	17	9	1	1	15	2	1	4	0	1	6
gene1855	5089	6105	2387	4742	1489	11201	3260	2254	3620	2362	1479	2683	12126	1801	1181	3970
gene1856	26	12	11	11	2	40	16	30	16	5	4	12	56	1	7	15
gene1857	6	6	7	34	5	86	11	5	33	132	39	18	390	35	52	89
gene1858	705	826	287	616	236	1047	384	227	336	267	172	241	1126	165	256	531
gene1859	653	958	385	670	239	1436	526	419	540	372	187	386	1736	222	246	772
gene1860	946	1231	398	612	408	1527	765	369	1499	929	744	1083	4964	735	539	2048
gene1861	101	108	20	81	37	157	79	44	58	51	8	42	208	49	35	96
gene1862	159	213	47	87	47	291	61	131	77	60	16	74	345	55	33	87
gene1863	2204	2978	1252	2122	1358	5055	1648	1194	1671	1044	572	1250	5096	803	858	2915
gene1864	94	72	33	84	65	161	55	41	61	72	19	56	186	34	68	59
gene1865	34	28	33	17	7	53	15	27	18	4	1	6	11	7	11	6
gene1866	198	149	96	185	77	397	92	72	86	71	34	74	343	60	45	201
gene1867	21	78	21	26	8	53	47	19	11	5	5	21	79	1	10	3
gene1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1869	323	675	197	403	195	874	302	186	347	191	74	291	1171	166	168	439
gene1870	277	523	73	193	117	471	132	90	26	12	11	16	69	20	15	53
gene1871	81	116	50	90	20	114	43	34	96	114	51	198	965	69	110	355
gene1872	0	0	0	1	0	0	0	0	1	0	0	8	4	0	0	2
gene1873	20	44	8	34	10	91	23	15	24	3	1	8	78	7	4	13
gene1874	515	738	253	837	245	1535	453	369	432	229	158	302	1665	216	161	670
gene1875	25	48	31	126	19	268	49	24	33	31	9	9	32	17	31	22
gene1876	498	643	157	481	169	791	331	195	224	221	161	135	887	224	215	404
gene1877	6855	7363	2294	6365	3134	9388	3942	2046	4244	2617	1383	3249	13536	1710	1440	7350
gene1878	110	168	56	157	27	261	34	49	46	70	28	75	255	26	51	60
gene1879	89	65	29	85	19	130	28	11	33	11	5	20	86	18	19	32
gene1880	31	44	10	47	9	65	26	21	41	12	4	10	52	12	6	50
gene1881	681	981	355	823	430	1463	626	384	352	238	181	405	1676	308	189	807
gene1882	329	461	101	328	129	630	228	150	182	112	68	127	676	128	99	349
gene1883	74	48	23	77	23	58	25	22	54	20	11	11	137	32	17	63
gene1884	5	28	9	24	3	90	18	9	15	5	3	13	64	2	7	42
gene1885	97	228	87	115	49	356	70	66	63	36	48	56	221	48	32	172
gene1886	378	366	172	350	136	785	182	148	186	103	88	137	761	159	97	275
gene1887	360	566	190	431	153	856	250	224	315	199	109	238	1021	91	141	295
gene1888	111	56	35	60	38	166	64	52	29	10	18	19	164	15	10	94
gene1889	8	15	4	0	0	0	4	0	0	5	0	1	10	0	0	0
gene1890	36	40	14	25	21	14	4	8	20	3	4	5	39	5	4	26
gene1891	1	6	0	4	4	16	15	1	1	1	0	2	2	0	1	2
gene1892	30	40	14	47	10	99	19	31	53	19	16	26	134	12	12	19
gene1893	363	270	159	348	115	641	238	148	184	81	61	150	552	100	62	256
gene1894	44	81	47	85	36	94	53	23	50	38	10	44	113	19	14	42
gene1895	1	9	0	2	0	0	0	2	0	1	1	3	0	0	2	0
gene1896	87	54	30	108	40	223	50	47	65	39	21	40	130	60	34	41
gene1897	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
gene1898	16	54	2	43	6	68	18	2	12	15	16	9	79	20	1	30
gene1899	709	955	273	883	372	1259	392	254	491	348	158	373	902	238	202	728
gene1900	261	354	194	275	109	698	265	129	208	148	74	120	705	97	105	228
gene1901	469	753	267	490	154	1479	368	304	335	194	130	248	593	179	137	558
gene1902	3074	3160	1314	2886	1596	6121	1449	1511	2435	1340	763	1803	6871	1153	686	2483
gene1903	74	114	30	66	24	199	29	35	8	6	5	8	28	6	2	14
gene1904	1118	970	359	772	389	2418	562	394	536	300	168	420	1595	284	241	750
gene1905	64	139	4	77	34	125	65	21	37	31	18	31	79	20	18	72
gene1906	57	43	14	48	19	62	11	12	7	0	2	8	32	1	3	6
gene1907	13	25	23	19	10	12	6	4	11	8	7	15	23	8	6	1
gene1908	149	207	84	147	66	276	99	69	275	225	179	369	784	93	136	694
gene1909	337	412	113	340	126	916	283	109	271	111	56	127	736	178	93	333
gene1910	24	24	12	10	9	25	7	5	8	9	6	13	37	13	7	27
gene1911	174	198	98	140	102	494	238	81	87	83	50	94	278	74	66	142
gene1912	13	31	7	12	4	49	4	6	19	3	3	3	33	3	0	2
gene1913	19553	27070	9746	21360	10076	43921	15195	10617	10694	6748	5751	7604	51782	6892	6830	21282
gene1914	2180	2637	901	2663	958	4232	1889	1181	1511	811	710	1076	5415	870	765	2153
gene1915	20	88	2	9	8	47	15	6	0	1	0	1	2	0	0	0
gene1916	44	94	31	99	20	107	71	12	34	13	15	25	115	15	19	31
gene1917	8	1	4	11	7	10	2	13	1	1	1	1	2	1	0	5
gene1918	3	1	0	10	1	5	3	0	1	0	0	9	4	4	0	6
gene1919	78	57	10	91	12	65	35	22	19	18	14	22	54	5	23	50
gene1920	1602	1400	653	1265	600	2462	687	520	870	528	374	693	3015	473	341	1104
gene1921	470	547	181	580	160	559	253	172	232	151	109	170	1043	139	110	422
gene1922	3	25	4	6	10	12	9	5	12	9	8	6	108	1	3	12
gene1923	53	61	46	71	16	85	34	48	45	7	14	51	195	21	22	64
gene1924	1	8	1	0	0	37	0	11	0	0	6	1	0	0	10	0
gene1925	18	4	2	6	12	30	1	7	5	3	0	1	12	1	2	6
gene1926	832	1054	489	772	294	1558	534	364	445	269	233	374	1337	272	275	505
gene1927	184	402	87	250	92	474	188	102	151	61	40	183	392	55	75	315
gene1928	45	72	19	36	15	145	26	7	5	4	0	8	2	2	1	4
gene1929	1373	1879	557	1631	658	3421	1066	640	887	719	415	718	2831	486	539	1301
gene1930	0	0	4	0	1	2	0	4	4	0	3	0	1	0	0	11
gene1931	89	66	45	84	73	190	80	85	87	44	43	88	252	52	51	116
gene1932	278	281	113	207	121	555	176	106	125	73	60	98	514	75	64	168
gene1933	61	67	28	96	35	169	53	21	49	34	11	32	185	28	20	82
gene1934	94	46	23	24	20	65	43	12	23	13	7	35	174	14	8	52
gene1935	3	8	2	6	2	18	5	3	3	7	0	11	11	2	3	12
gene1936	100	98	25	174	53	254	53	54	74	48	34	72	294	48	33	98
gene1937	106	124	37	113	51	119	67	56	56	36	17	45	252	31	22	116
gene1938	2653	4574	1133	3433	1400	6284	2244	1752	2037	1440	773	1474	5898	950	850	3297
gene1939	224	179	110	148	73	511	91	60	264	122	118	191	841	173	152	649
gene1940	5869	8957	2691	6900	3103	9418	4739	2868	3647	2854	1437	2989	15762	1767	1759	6529
gene1941	51	57	29	46	13	83	37	17	68	98	22	41	349	23	15	41
gene1942	15	0	3	9	2	3	2	5	2	0	0	10	10	0	6	10
gene1943	11	26	11	2	4	22	3	5	15	1	2	7	19	1	1	0
gene1944	88	133	74	119	59	259	133	30	85	24	25	24	186	42	21	158
gene1945	3	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
gene1946	7081	8022	2846	7708	2959	10278	4423	2487	3722	2319	1672	2444	11867	1677	1817	4198
gene1947	97	269	52	153	77	254	96	94	131	71	33	73	278	34	75	157
gene1948	1257	1176	346	1166	505	2504	840	365	675	529	218	703	2384	371	261	947
gene1949	4	0	0	1	1	1	0	2	2	5	0	1	16	0	0	0
gene1950	1143	1415	434	1129	472	1742	768	544	225	128	87	177	783	138	99	326
gene1951	926	676	259	893	309	1336	586	300	306	184	189	397	1485	227	237	724
gene1952	59	63	11	18	7	74	23	13	10	10	7	6	104	4	4	47
gene1953	249	275	110	231	88	399	135	132	169	101	51	91	508	92	60	267
gene1954	18	41	21	26	8	28	18	33	45	33	23	98	57	63	21	34
gene1955	147	239	124	70	111	424	141	144	144	100	49	108	463	75	47	142
gene1956	2	3	1	1	7	4	4	2	1	0	4	1	14	3	0	5
gene1957	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene1958	36	38	16	19	14	64	26	18	42	18	7	16	46	20	9	49
gene1959	953	1238	457	1435	365	2714	676	386	636	508	238	495	2315	448	291	859
gene1960	0	2	0	0	0	4	0	0	0	2	0	0	2	0	0	0
gene1961	38	53	35	65	20	146	25	31	19	18	22	25	116	34	18	95
gene1962	202	388	79	252	97	508	137	63	161	97	38	88	377	77	45	169
gene1963	205	144	68	186	61	269	114	57	15	13	2	14	44	5	13	22
gene1964	2	1	1	4	3	19	2	8	4	2	1	14	13	0	1	3
gene1965	1	1	5	8	0	13	3	0	3	0	1	1	67	0	0	6
gene1966	17	21	26	27	10	11	31	7	105	38	53	49	356	53	67	101
gene1967	774	826	302	984	369	1965	649	515	533	384	162	534	1851	368	321	1274
gene1968	156	243	88	222	106	247	192	74	99	46	35	84	280	61	67	203
gene1969	18	25	0	11	9	39	0	3	17	6	4	6	39	0	15	19
gene1970	68	104	68	141	37	219	87	34	45	34	19	35	115	19	21	43
gene1971	189	303	78	161	45	452	90	117	100	88	47	58	579	38	62	221
gene1972	15	31	16	46	21	55	19	28	8	9	9	16	131	10	12	58
gene1973	57	109	13	67	28	108	42	20	10	21	7	27	112	19	41	39
gene1974	85	121	76	127	13	203	59	31	66	27	25	50	208	26	41	50
gene1975	93	89	73	144	33	491	114	57	77	57	30	57	317	31	48	91
gene1976	26	22	17	19	25	83	33	2	12	3	12	30	65	8	12	30
gene1977	1380	1425	706	1485	543	3242	978	756	877	499	318	626	2815	531	322	1382
gene1978	67	36	20	46	9	20	16	22	26	8	13	22	59	4	13	41
gene1979	1079	1025	436	877	343	1448	505	445	563	319	209	439	1794	283	224	983
gene1980	481	774	316	446	231	1267	418	304	413	164	137	305	769	220	176	575
gene1981	208	218	58	276	79	456	153	64	134	80	72	104	281	80	74	240
gene1982	42	93	20	67	51	99	27	38	166	183	113	158	598	166	160	231
gene1983	2	9	3	3	2	26	14	4	3	3	0	7	19	1	1	0
gene1984	4	16	11	38	22	55	37	6	7	2	4	3	20	2	1	7
gene1985	992	1226	399	1130	474	2050	561	603	77	67	42	108	295	47	48	164
gene1986	691	1179	311	1274	419	1541	767	508	81	63	43	65	209	47	41	167
gene1987	7	4	5	5	11	67	9	3	4	5	0	15	14	2	0	14
gene1988	5769	5963	2400	5620	2589	11564	3063	3321	3215	2053	1578	2524	11229	1903	1218	5635
gene1989	28	7	2	25	4	13	4	0	0	12	1	0	2	0	1	5
gene1990	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0
gene1991	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
gene1992	6	8	4	6	2	7	7	3	1	0	0	14	6	4	5	8
gene1993	79	137	49	176	43	218	106	59	34	26	8	48	178	24	11	53
gene1994	204	195	90	215	80	697	94	105	152	70	51	68	337	90	63	147
gene1995	229	173	58	240	107	396	136	61	130	54	31	116	455	71	53	163
gene1996	19	18	1	20	4	74	10	26	13	10	4	17	100	7	4	67
gene1997	81	169	49	125	58	515	77	94	60	62	19	59	216	43	23	82
gene1998	1498	1490	609	1830	557	3409	782	502	638	508	325	673	2030	560	339	931
gene1999	183	212	69	251	91	351	123	107	798	340	343	592	1634	247	310	959
gene2000	8	30	21	24	11	60	18	17	3	19	0	12	12	2	0	9
gene2001	999	1234	311	971	434	2172	511	409	161	64	49	119	466	83	91	163
gene2002	13	1	0	0	4	0	3	1	15	18	7	17	5	0	1	11
gene2003	28	43	2	7	7	87	19	2	11	11	9	9	41	5	6	24
gene2004	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
gene2005	22	33	18	26	31	70	14	12	17	33	11	16	232	6	7	34
gene2006	0	0	0	0	4	0	3	9	0	0	0	0	1	0	0	0
gene2007	649	623	253	712	455	1376	487	323	478	233	151	351	1422	236	223	570
gene2008	1094	1065	559	1262	449	2487	720	434	556	412	257	698	2120	353	404	1091
gene2009	17	0	2	2	2	8	2	0	2	2	1	1	4	0	2	1
gene2010	6	11	7	2	1	14	8	12	7	9	3	0	21	4	3	4
gene2011	0	0	1	6	0	14	3	5	0	4	1	2	18	1	0	1
gene2012	21	7	7	11	5	27	17	8	3	10	6	15	11	4	1	13
gene2013	1406	2502	750	1677	873	3490	1335	958	1300	831	572	1051	4562	763	616	1815
gene2014	1356	1595	564	961	447	2596	857	545	697	567	293	448	2634	387	331	1027
gene2015	47	69	13	31	20	85	34	14	6	11	6	26	67	14	8	59
gene2016	53	64	20	53	32	134	52	16	57	34	11	48	190	8	17	39
gene2017	30	71	3	30	9	44	29	18	12	12	7	50	25	12	5	13
gene2018	154	79	42	60	35	272	59	51	73	55	22	75	235	41	26	63
gene2019	16	29	17	29	8	34	12	14	28	14	8	4	31	3	7	21
gene2020	119	111	32	89	24	203	100	24	473	309	89	131	791	158	132	445
gene2021	50	79	26	118	50	73	25	20	19	30	12	36	151	21	29	42
gene2022	3423	3667	1460	3030	1738	8428	2629	1997	2590	1471	901	1878	7350	1376	895	3104
gene2023	12	0	0	0	6	22	0	1	0	0	3	3	0	0	3	0
gene2024	404	481	185	399	222	817	212	123	228	91	119	177	875	107	101	283
gene2025	71	169	47	152	62	251	100	82	79	74	17	83	240	45	20	113
gene2026	33	18	7	14	16	12	14	19	4	1	7	15	52	2	2	14
gene2027	15	29	23	23	28	51	19	12	24	6	3	13	54	13	1	32
gene2028	865	1258	366	811	244	1590	556	473	472	276	216	417	1308	193	217	543
gene2029	90	100	34	117	23	180	57	28	50	11	21	24	258	43	21	75
gene2030	553	632	198	404	246	1078	391	199	227	200	109	278	757	162	147	487
gene2031	125	99	59	154	56	263	31	43	40	62	24	47	232	42	20	127
gene2032	1	12	0	0	9	14	0	0	0	0	0	0	9	0	2	3
gene2033	28	75	16	67	23	117	41	18	30	16	11	11	84	40	18	51
gene2034	12167	14354	3780	10829	3660	17644	9724	4752	4918	3810	2427	4613	20250	3651	3186	9592
gene2035	11	17	0	0	4	24	4	1	1	1	1	1	5	1	2	7
gene2036	1934	3674	1275	2726	1129	4298	1946	1269	1785	1142	586	1725	6132	975	759	2234
gene2037	871	749	260	762	230	851	406	366	260	273	123	309	1149	223	160	439
gene2038	539	397	145	358	158	709	229	145	197	204	97	221	1139	95	133	530
gene2039	150	146	81	110	93	212	151	46	72	24	35	84	324	35	55	151
gene2040	705	971	312	677	449	1373	598	456	438	464	201	324	1404	325	206	698
gene2041	164	357	114	325	128	571	172	106	152	93	42	112	454	90	88	277
gene2042	425	610	222	499	152	599	300	202	349	232	108	277	1006	194	100	482
gene2043	6	3	1	8	1	4	14	11	0	1	2	8	20	3	4	2
gene2044	5	13	7	0	4	10	30	8	16	7	2	4	3	7	6	15
gene2045	538	567	301	507	207	1533	359	210	2259	1460	882	1653	10559	1286	1423	3841
gene2046	0	0	2	7	9	19	0	0	10	6	9	0	76	17	3	18
gene2047	26	45	45	22	16	42	26	20	25	33	18	36	115	9	19	43
gene2048	9065	12958	5659	7676	5029	20213	7266	5009	6106	3203	2868	6479	18337	3233	2721	8813
gene2049	26	33	13	36	13	65	40	4	23	11	18	16	44	11	4	13
gene2050	160	87	88	115	78	335	73	58	480	374	259	424	1775	232	397	786
gene2051	32455	36292	12561	33867	13367	57718	22965	13132	19131	11170	8718	12425	67681	12150	10088	32399
gene2052	12826	16128	5331	12886	4847	26903	6250	4744	6908	4961	2070	6989	25517	4554	4317	8365
gene2053	9	4	0	15	3	33	2	4	6	8	2	7	39	8	11	3
gene2054	49	78	13	20	17	89	47	23	45	24	10	17	132	29	12	52
gene2055	722	1060	470	628	446	1794	547	443	338	267	288	267	1864	189	270	567
gene2056	407	324	133	307	223	729	271	132	121	173	96	259	507	111	94	305
gene2057	8	31	7	21	8	23	9	4	2	9	1	4	45	4	5	6
gene2058	61	36	18	49	24	66	22	12	39	29	20	60	122	16	6	44
gene2059	214	221	79	176	37	299	77	77	115	65	38	53	415	61	44	141
gene2060	68	97	6	39	10	89	55	18	30	20	14	11	58	14	7	34
gene2061	390	452	186	414	199	934	235	226	1068	578	331	786	2696	567	389	1526
gene2062	555	395	176	289	178	681	313	138	1826	1124	981	1774	4951	759	813	1879
gene2063	342	396	118	279	115	576	268	115	55	41	24	31	224	15	15	69
gene2064	1352	1091	630	1581	559	2102	854	390	864	470	244	695	2111	332	391	1180
gene2065	0	0	1	2	2	0	6	0	5	4	0	7	11	2	0	0
gene2066	101	138	56	81	66	218	44	54	37	42	24	48	153	31	14	54
gene2067	13	56	14	9	19	30	9	19	11	12	6	15	34	12	15	14
gene2068	32	62	9	46	9	111	12	15	24	13	6	12	58	11	8	40
gene2069	1	0	1	3	3	1	1	1	5	1	2	0	2	0	3	2
gene2070	9	7	7	16	14	10	3	6	16	7	10	21	55	0	1	11
gene2071	0	26	1	2	6	2	4	2	0	1	0	4	7	0	0	3
gene2072	17	11	7	7	4	1	4	3	11	0	4	6	13	2	2	4
gene2073	2	2	1	9	0	23	0	0	2	1	3	7	0	0	1	1
gene2074	6547	7645	3010	7486	3203	19150	4969	3343	4460	3199	1663	3228	15793	1990	1733	6509
gene2075	5335	5308	1656	4350	2285	8515	2967	2737	2805	1669	1034	1809	9760	1703	1038	4252
gene2076	30	40	27	70	50	89	29	24	35	26	2	26	91	23	28	75
gene2077	48	66	27	54	63	127	65	33	32	22	23	36	178	15	25	20
gene2078	596	870	341	731	309	1272	337	369	47	43	17	61	163	54	25	120
gene2079	174	239	79	71	103	232	86	72	78	52	42	69	222	68	31	156
gene2080	22	42	16	64	16	60	27	25	15	3	8	30	144	12	23	13
gene2081	15	3	2	1	0	60	5	0	1	0	1	1	1	1	1	0
gene2082	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
gene2083	50	62	29	33	23	117	29	19	20	43	12	21	112	39	14	80
